Datetime,forecast_DA,forecast_up,forecast_down
2023-01-01 00:00:00,13.4,12.1,13.9
2023-01-01 00:59:59,13.3,12.1,13.9
2023-01-01 02:00:00,9.3,12.1,13.9
2023-01-01 03:00:00,12.7,12.1,13.9
2023-01-01 03:59:59,9.8,11.5,12.8
2023-01-01 05:00:00,12.1,11.5,12.8
2023-01-01 06:00:00,16.6,11.5,12.8
2023-01-01 06:59:59,24.3,11.5,12.8
2023-01-01 08:00:00,16.6,12.7,12.7
2023-01-01 09:00:00,14.8,12.7,12.7
2023-01-01 09:59:59,13.5,12.7,12.7
2023-01-01 11:00:00,13.0,12.7,12.7
2023-01-01 12:00:00,18.5,11.8,11.9
2023-01-01 12:59:59,23.2,11.8,11.9
2023-01-01 14:00:00,28.9,11.8,11.9
2023-01-01 15:00:00,34.8,11.8,11.9
2023-01-01 15:59:59,73.2,6.1,7.7
2023-01-01 17:00:00,82.0,6.1,7.7
2023-01-01 18:00:00,83.7,6.1,7.7
2023-01-01 18:59:59,79.2,6.1,7.7
2023-01-01 20:00:00,81.7,2.7,6.6
2023-01-01 21:00:00,76.9,2.7,6.6
2023-01-01 21:59:59,71.3,2.7,6.6
2023-01-01 23:00:00,62.6,2.7,6.6
2023-01-02 00:00:00,58.4,8.8,12.9
2023-01-02 00:59:59,57.1,8.8,12.9
2023-01-02 02:00:00,56.1,8.8,12.9
2023-01-02 03:00:00,55.1,8.8,12.9
2023-01-02 03:59:59,58.4,12.8,11.7
2023-01-02 05:00:00,69.3,12.8,11.7
2023-01-02 06:00:00,74.6,12.8,11.7
2023-01-02 06:59:59,88.7,12.8,11.7
2023-01-02 08:00:00,87.5,4.8,12.6
2023-01-02 09:00:00,82.9,4.8,12.6
2023-01-02 09:59:59,67.8,4.8,12.6
2023-01-02 11:00:00,62.6,4.8,12.6
2023-01-02 12:00:00,63.9,13.2,15.0
2023-01-02 12:59:59,64.7,13.2,15.0
2023-01-02 14:00:00,66.9,13.2,15.0
2023-01-02 15:00:00,80.4,13.2,15.0
2023-01-02 15:59:59,95.5,20.0,5.2
2023-01-02 17:00:00,99.8,20.0,5.2
2023-01-02 18:00:00,97.7,20.0,5.2
2023-01-02 18:59:59,90.6,20.0,5.2
2023-01-02 20:00:00,85.3,13.9,7.7
2023-01-02 21:00:00,78.0,13.9,7.7
2023-01-02 21:59:59,75.1,13.9,7.7
2023-01-02 23:00:00,60.9,13.9,7.7
2023-01-03 00:00:00,44.5,20.7,23.3
2023-01-03 00:59:59,36.8,20.7,23.3
2023-01-03 02:00:00,35.0,20.7,23.3
2023-01-03 03:00:00,33.5,20.7,23.3
2023-01-03 03:59:59,31.3,27.4,18.4
2023-01-03 05:00:00,34.5,27.4,18.4
2023-01-03 06:00:00,41.8,27.4,18.4
2023-01-03 06:59:59,60.0,27.4,18.4
2023-01-03 08:00:00,55.4,8.6,3.2
2023-01-03 09:00:00,53.7,8.6,3.2
2023-01-03 09:59:59,52.7,8.6,3.2
2023-01-03 11:00:00,61.0,8.6,3.2
2023-01-03 12:00:00,53.7,12.7,10.9
2023-01-03 12:59:59,53.1,12.7,10.9
2023-01-03 14:00:00,53.2,12.7,10.9
2023-01-03 15:00:00,56.3,12.7,10.9
2023-01-03 15:59:59,71.9,13.0,12.8
2023-01-03 17:00:00,77.6,13.0,12.8
2023-01-03 18:00:00,77.6,13.0,12.8
2023-01-03 18:59:59,74.8,13.0,12.8
2023-01-03 20:00:00,74.4,12.4,13.4
2023-01-03 21:00:00,71.1,12.4,13.4
2023-01-03 21:59:59,68.5,12.4,13.4
2023-01-03 23:00:00,66.0,12.4,13.4
2023-01-04 00:00:00,58.1,12.6,15.3
2023-01-04 00:59:59,57.1,12.6,15.3
2023-01-04 02:00:00,56.3,12.6,15.3
2023-01-04 03:00:00,55.1,12.6,15.3
2023-01-04 03:59:59,53.3,9.0,13.7
2023-01-04 05:00:00,58.0,9.0,13.7
2023-01-04 06:00:00,67.2,9.0,13.7
2023-01-04 06:59:59,77.3,9.0,13.7
2023-01-04 08:00:00,81.5,12.9,9.2
2023-01-04 09:00:00,80.3,12.9,9.2
2023-01-04 09:59:59,78.0,12.9,9.2
2023-01-04 11:00:00,78.7,12.9,9.2
2023-01-04 12:00:00,73.0,5.0,7.4
2023-01-04 12:59:59,68.4,5.0,7.4
2023-01-04 14:00:00,60.6,5.0,7.4
2023-01-04 15:00:00,60.9,5.0,7.4
2023-01-04 15:59:59,67.5,6.5,11.0
2023-01-04 17:00:00,70.6,6.5,11.0
2023-01-04 18:00:00,65.8,6.5,11.0
2023-01-04 18:59:59,53.3,6.5,11.0
2023-01-04 20:00:00,57.2,10.4,6.4
2023-01-04 21:00:00,53.7,10.4,6.4
2023-01-04 21:59:59,52.6,10.4,6.4
2023-01-04 23:00:00,50.3,10.4,6.4
2023-01-05 00:00:00,58.0,11.5,12.9
2023-01-05 00:59:59,57.2,11.5,12.9
2023-01-05 02:00:00,56.4,11.5,12.9
2023-01-05 03:00:00,56.5,11.5,12.9
2023-01-05 03:59:59,57.9,8.0,12.6
2023-01-05 05:00:00,62.0,8.0,12.6
2023-01-05 06:00:00,69.4,8.0,12.6
2023-01-05 06:59:59,79.9,8.0,12.6
2023-01-05 08:00:00,80.9,10.2,4.5
2023-01-05 09:00:00,83.5,10.2,4.5
2023-01-05 09:59:59,83.6,10.2,4.5
2023-01-05 11:00:00,88.9,10.2,4.5
2023-01-05 12:00:00,86.2,12.2,3.6
2023-01-05 12:59:59,84.0,12.2,3.6
2023-01-05 14:00:00,83.6,12.2,3.6
2023-01-05 15:00:00,89.1,12.2,3.6
2023-01-05 15:59:59,101.4,9.1,9.7
2023-01-05 17:00:00,105.2,9.1,9.7
2023-01-05 18:00:00,108.4,9.1,9.7
2023-01-05 18:59:59,103.3,9.1,9.7
2023-01-05 20:00:00,105.0,8.0,6.3
2023-01-05 21:00:00,101.3,8.0,6.3
2023-01-05 21:59:59,96.3,8.0,6.3
2023-01-05 23:00:00,86.3,8.0,6.3
2023-01-06 00:00:00,81.2,9.8,13.1
2023-01-06 00:59:59,77.4,9.8,13.1
2023-01-06 02:00:00,75.8,9.8,13.1
2023-01-06 03:00:00,72.4,9.8,13.1
2023-01-06 03:59:59,69.1,11.7,11.4
2023-01-06 05:00:00,70.7,11.7,11.4
2023-01-06 06:00:00,74.5,11.7,11.4
2023-01-06 06:59:59,81.2,11.7,11.4
2023-01-06 08:00:00,68.9,12.1,11.7
2023-01-06 09:00:00,70.5,12.1,11.7
2023-01-06 09:59:59,69.9,12.1,11.7
2023-01-06 11:00:00,70.6,12.1,11.7
2023-01-06 12:00:00,71.4,6.4,13.5
2023-01-06 12:59:59,69.1,6.4,13.5
2023-01-06 14:00:00,68.2,6.4,13.5
2023-01-06 15:00:00,68.8,6.4,13.5
2023-01-06 15:59:59,82.7,9.5,3.8
2023-01-06 17:00:00,89.8,9.5,3.8
2023-01-06 18:00:00,95.6,9.5,3.8
2023-01-06 18:59:59,92.9,9.5,3.8
2023-01-06 20:00:00,94.8,7.6,9.1
2023-01-06 21:00:00,92.8,7.6,9.1
2023-01-06 21:59:59,91.6,7.6,9.1
2023-01-06 23:00:00,88.7,7.6,9.1
2023-01-07 00:00:00,84.2,13.9,9.7
2023-01-07 00:59:59,82.6,13.9,9.7
2023-01-07 02:00:00,83.2,13.9,9.7
2023-01-07 03:00:00,83.1,13.9,9.7
2023-01-07 03:59:59,89.1,3.6,3.0
2023-01-07 05:00:00,97.6,3.6,3.0
2023-01-07 06:00:00,107.9,3.6,3.0
2023-01-07 06:59:59,121.1,3.6,3.0
2023-01-07 08:00:00,116.0,7.3,8.0
2023-01-07 09:00:00,113.3,7.3,8.0
2023-01-07 09:59:59,111.7,7.3,8.0
2023-01-07 11:00:00,111.2,7.3,8.0
2023-01-07 12:00:00,99.0,5.8,2.3
2023-01-07 12:59:59,92.6,5.8,2.3
2023-01-07 14:00:00,93.8,5.8,2.3
2023-01-07 15:00:00,99.9,5.8,2.3
2023-01-07 15:59:59,118.0,7.9,11.3
2023-01-07 17:00:00,122.5,7.9,11.3
2023-01-07 18:00:00,119.7,7.9,11.3
2023-01-07 18:59:59,111.5,7.9,11.3
2023-01-07 20:00:00,106.5,8.4,9.0
2023-01-07 21:00:00,100.0,8.4,9.0
2023-01-07 21:59:59,92.5,8.4,9.0
2023-01-07 23:00:00,84.3,8.4,9.0
2023-01-08 00:00:00,86.4,13.4,13.4
2023-01-08 00:59:59,83.3,13.4,13.4
2023-01-08 02:00:00,82.9,13.4,13.4
2023-01-08 03:00:00,81.8,13.4,13.4
2023-01-08 03:59:59,81.7,11.0,9.8
2023-01-08 05:00:00,88.2,11.0,9.8
2023-01-08 06:00:00,97.3,11.0,9.8
2023-01-08 06:59:59,107.4,11.0,9.8
2023-01-08 08:00:00,108.5,9.1,6.5
2023-01-08 09:00:00,103.5,9.1,6.5
2023-01-08 09:59:59,100.5,9.1,6.5
2023-01-08 11:00:00,105.8,9.1,6.5
2023-01-08 12:00:00,92.8,13.8,5.1
2023-01-08 12:59:59,92.2,13.8,5.1
2023-01-08 14:00:00,95.3,13.8,5.1
2023-01-08 15:00:00,98.2,13.8,5.1
2023-01-08 15:59:59,111.0,4.7,11.2
2023-01-08 17:00:00,115.3,4.7,11.2
2023-01-08 18:00:00,115.3,4.7,11.2
2023-01-08 18:59:59,111.2,4.7,11.2
2023-01-08 20:00:00,111.1,3.7,9.7
2023-01-08 21:00:00,101.4,3.7,9.7
2023-01-08 21:59:59,95.2,3.7,9.7
2023-01-08 23:00:00,87.0,3.7,9.7
2023-01-09 00:00:00,88.1,11.7,6.8
2023-01-09 00:59:59,86.8,11.7,6.8
2023-01-09 02:00:00,86.5,11.7,6.8
2023-01-09 03:00:00,85.5,11.7,6.8
2023-01-09 03:59:59,85.9,12.3,9.6
2023-01-09 05:00:00,93.3,12.3,9.6
2023-01-09 06:00:00,108.1,12.3,9.6
2023-01-09 06:59:59,116.9,12.3,9.6
2023-01-09 08:00:00,111.2,11.3,9.2
2023-01-09 09:00:00,109.7,11.3,9.2
2023-01-09 09:59:59,108.8,11.3,9.2
2023-01-09 11:00:00,106.7,11.3,9.2
2023-01-09 12:00:00,86.0,7.1,14.2
2023-01-09 12:59:59,84.7,7.1,14.2
2023-01-09 14:00:00,85.3,7.1,14.2
2023-01-09 15:00:00,89.8,7.1,14.2
2023-01-09 15:59:59,107.6,6.7,9.0
2023-01-09 17:00:00,111.1,6.7,9.0
2023-01-09 18:00:00,111.1,6.7,9.0
2023-01-09 18:59:59,105.2,6.7,9.0
2023-01-09 20:00:00,95.8,10.2,12.8
2023-01-09 21:00:00,90.3,10.2,12.8
2023-01-09 21:59:59,85.5,10.2,12.8
2023-01-09 23:00:00,76.9,10.2,12.8
2023-01-10 00:00:00,76.2,13.7,11.0
2023-01-10 00:59:59,74.9,13.7,11.0
2023-01-10 02:00:00,74.3,13.7,11.0
2023-01-10 03:00:00,72.9,13.7,11.0
2023-01-10 03:59:59,72.7,11.6,10.4
2023-01-10 05:00:00,77.2,11.6,10.4
2023-01-10 06:00:00,84.6,11.6,10.4
2023-01-10 06:59:59,95.1,11.6,10.4
2023-01-10 08:00:00,96.8,7.9,15.0
2023-01-10 09:00:00,94.6,7.9,15.0
2023-01-10 09:59:59,88.2,7.9,15.0
2023-01-10 11:00:00,86.4,7.9,15.0
2023-01-10 12:00:00,79.6,12.9,10.8
2023-01-10 12:59:59,79.9,12.9,10.8
2023-01-10 14:00:00,81.4,12.9,10.8
2023-01-10 15:00:00,87.1,12.9,10.8
2023-01-10 15:59:59,107.1,4.9,12.1
2023-01-10 17:00:00,111.4,4.9,12.1
2023-01-10 18:00:00,111.5,4.9,12.1
2023-01-10 18:59:59,109.3,4.9,12.1
2023-01-10 20:00:00,104.1,12.0,2.8
2023-01-10 21:00:00,97.6,12.0,2.8
2023-01-10 21:59:59,94.3,12.0,2.8
2023-01-10 23:00:00,87.0,12.0,2.8
2023-01-11 00:00:00,85.8,10.8,13.9
2023-01-11 00:59:59,83.0,10.8,13.9
2023-01-11 02:00:00,82.2,10.8,13.9
2023-01-11 03:00:00,82.1,10.8,13.9
2023-01-11 03:59:59,81.1,13.9,8.4
2023-01-11 05:00:00,88.6,13.9,8.4
2023-01-11 06:00:00,100.8,13.9,8.4
2023-01-11 06:59:59,113.9,13.9,8.4
2023-01-11 08:00:00,113.7,8.5,9.9
2023-01-11 09:00:00,111.1,8.5,9.9
2023-01-11 09:59:59,96.3,8.5,9.9
2023-01-11 11:00:00,93.5,8.5,9.9
2023-01-11 12:00:00,86.2,12.9,10.1
2023-01-11 12:59:59,87.3,12.9,10.1
2023-01-11 14:00:00,89.2,12.9,10.1
2023-01-11 15:00:00,98.3,12.9,10.1
2023-01-11 15:59:59,116.6,13.3,11.7
2023-01-11 17:00:00,122.8,13.3,11.7
2023-01-11 18:00:00,121.8,13.3,11.7
2023-01-11 18:59:59,115.9,13.3,11.7
2023-01-11 20:00:00,113.5,11.1,6.4
2023-01-11 21:00:00,107.9,11.1,6.4
2023-01-11 21:59:59,102.9,11.1,6.4
2023-01-11 23:00:00,94.7,11.1,6.4
2023-01-12 00:00:00,92.6,13.3,10.7
2023-01-12 00:59:59,87.9,13.3,10.7
2023-01-12 02:00:00,86.9,13.3,10.7
2023-01-12 03:00:00,85.5,13.3,10.7
2023-01-12 03:59:59,82.5,7.9,12.4
2023-01-12 05:00:00,84.2,7.9,12.4
2023-01-12 06:00:00,89.6,7.9,12.4
2023-01-12 06:59:59,98.9,7.9,12.4
2023-01-12 08:00:00,100.4,5.8,9.0
2023-01-12 09:00:00,98.7,5.8,9.0
2023-01-12 09:59:59,81.5,5.8,9.0
2023-01-12 11:00:00,81.6,5.8,9.0
2023-01-12 12:00:00,79.7,13.2,15.1
2023-01-12 12:59:59,79.2,13.2,15.1
2023-01-12 14:00:00,80.3,13.2,15.1
2023-01-12 15:00:00,82.7,13.2,15.1
2023-01-12 15:59:59,106.6,13.5,8.0
2023-01-12 17:00:00,110.9,13.5,8.0
2023-01-12 18:00:00,113.0,13.5,8.0
2023-01-12 18:59:59,109.3,13.5,8.0
2023-01-12 20:00:00,108.8,8.7,12.5
2023-01-12 21:00:00,105.2,8.7,12.5
2023-01-12 21:59:59,100.5,8.7,12.5
2023-01-12 23:00:00,92.2,8.7,12.5
2023-01-13 00:00:00,90.4,13.2,8.9
2023-01-13 00:59:59,87.3,13.2,8.9
2023-01-13 02:00:00,86.5,13.2,8.9
2023-01-13 03:00:00,85.0,13.2,8.9
2023-01-13 03:59:59,82.1,13.0,6.2
2023-01-13 05:00:00,83.7,13.0,6.2
2023-01-13 06:00:00,87.9,13.0,6.2
2023-01-13 06:59:59,96.0,13.0,6.2
2023-01-13 08:00:00,88.0,12.9,4.3
2023-01-13 09:00:00,85.8,12.9,4.3
2023-01-13 09:59:59,81.8,12.9,4.3
2023-01-13 11:00:00,82.0,12.9,4.3
2023-01-13 12:00:00,81.4,13.6,8.6
2023-01-13 12:59:59,80.5,13.6,8.6
2023-01-13 14:00:00,80.9,13.6,8.6
2023-01-13 15:00:00,83.6,13.6,8.6
2023-01-13 15:59:59,103.5,11.4,10.2
2023-01-13 17:00:00,106.7,11.4,10.2
2023-01-13 18:00:00,108.7,11.4,10.2
2023-01-13 18:59:59,107.3,11.4,10.2
2023-01-13 20:00:00,105.0,13.5,7.7
2023-01-13 21:00:00,101.5,13.5,7.7
2023-01-13 21:59:59,95.5,13.5,7.7
2023-01-13 23:00:00,90.6,13.5,7.7
2023-01-14 00:00:00,88.6,8.2,5.2
2023-01-14 00:59:59,87.7,8.2,5.2
2023-01-14 02:00:00,88.6,8.2,5.2
2023-01-14 03:00:00,89.3,8.2,5.2
2023-01-14 03:59:59,91.0,6.9,4.9
2023-01-14 05:00:00,105.8,6.9,4.9
2023-01-14 06:00:00,117.8,6.9,4.9
2023-01-14 06:59:59,134.3,6.9,4.9
2023-01-14 08:00:00,131.0,6.7,9.3
2023-01-14 09:00:00,127.5,6.7,9.3
2023-01-14 09:59:59,123.0,6.7,9.3
2023-01-14 11:00:00,122.3,6.7,9.3
2023-01-14 12:00:00,115.5,10.6,10.5
2023-01-14 12:59:59,115.0,10.6,10.5
2023-01-14 14:00:00,118.8,10.6,10.5
2023-01-14 15:00:00,123.3,10.6,10.5
2023-01-14 15:59:59,144.4,13.9,2.9
2023-01-14 17:00:00,161.9,13.9,2.9
2023-01-14 18:00:00,158.3,13.9,2.9
2023-01-14 18:59:59,144.5,13.9,2.9
2023-01-14 20:00:00,125.6,4.8,13.2
2023-01-14 21:00:00,119.5,4.8,13.2
2023-01-14 21:59:59,112.3,4.8,13.2
2023-01-14 23:00:00,107.7,4.8,13.2
2023-01-15 00:00:00,105.7,8.0,12.8
2023-01-15 00:59:59,104.8,8.0,12.8
2023-01-15 02:00:00,104.7,8.0,12.8
2023-01-15 03:00:00,104.5,8.0,12.8
2023-01-15 03:59:59,100.8,9.7,7.2
2023-01-15 05:00:00,115.8,9.7,7.2
2023-01-15 06:00:00,130.1,9.7,7.2
2023-01-15 06:59:59,142.5,9.7,7.2
2023-01-15 08:00:00,140.6,13.3,7.2
2023-01-15 09:00:00,131.7,13.3,7.2
2023-01-15 09:59:59,124.0,13.3,7.2
2023-01-15 11:00:00,122.8,13.3,7.2
2023-01-15 12:00:00,113.2,11.4,3.3
2023-01-15 12:59:59,112.9,11.4,3.3
2023-01-15 14:00:00,116.7,11.4,3.3
2023-01-15 15:00:00,123.3,11.4,3.3
2023-01-15 15:59:59,141.7,9.0,9.4
2023-01-15 17:00:00,149.2,9.0,9.4
2023-01-15 18:00:00,143.4,9.0,9.4
2023-01-15 18:59:59,136.6,9.0,9.4
2023-01-15 20:00:00,129.0,8.1,5.8
2023-01-15 21:00:00,122.7,8.1,5.8
2023-01-15 21:59:59,121.4,8.1,5.8
2023-01-15 23:00:00,119.4,8.1,5.8
2023-01-16 00:00:00,112.0,8.4,4.7
2023-01-16 00:59:59,111.4,8.4,4.7
2023-01-16 02:00:00,111.1,8.4,4.7
2023-01-16 03:00:00,110.4,8.4,4.7
2023-01-16 03:59:59,112.0,11.7,13.0
2023-01-16 05:00:00,125.0,11.7,13.0
2023-01-16 06:00:00,143.0,11.7,13.0
2023-01-16 06:59:59,158.9,11.7,13.0
2023-01-16 08:00:00,152.8,6.0,4.3
2023-01-16 09:00:00,143.9,6.0,4.3
2023-01-16 09:59:59,136.8,6.0,4.3
2023-01-16 11:00:00,133.1,6.0,4.3
2023-01-16 12:00:00,126.0,10.2,2.3
2023-01-16 12:59:59,124.9,10.2,2.3
2023-01-16 14:00:00,128.1,10.2,2.3
2023-01-16 15:00:00,132.0,10.2,2.3
2023-01-16 15:59:59,139.5,8.9,4.5
2023-01-16 17:00:00,145.2,8.9,4.5
2023-01-16 18:00:00,141.6,8.9,4.5
2023-01-16 18:59:59,135.2,8.9,4.5
2023-01-16 20:00:00,127.3,6.8,4.9
2023-01-16 21:00:00,119.2,6.8,4.9
2023-01-16 21:59:59,116.2,6.8,4.9
2023-01-16 23:00:00,113.0,6.8,4.9
2023-01-17 00:00:00,106.4,9.6,3.4
2023-01-17 00:59:59,105.3,9.6,3.4
2023-01-17 02:00:00,104.8,9.6,3.4
2023-01-17 03:00:00,104.0,9.6,3.4
2023-01-17 03:59:59,105.4,9.2,6.4
2023-01-17 05:00:00,115.6,9.2,6.4
2023-01-17 06:00:00,129.3,9.2,6.4
2023-01-17 06:59:59,143.9,9.2,6.4
2023-01-17 08:00:00,137.3,11.9,14.4
2023-01-17 09:00:00,133.1,11.9,14.4
2023-01-17 09:59:59,131.7,11.9,14.4
2023-01-17 11:00:00,125.3,11.9,14.4
2023-01-17 12:00:00,113.5,9.9,2.7
2023-01-17 12:59:59,112.8,9.9,2.7
2023-01-17 14:00:00,114.3,9.9,2.7
2023-01-17 15:00:00,119.3,9.9,2.7
2023-01-17 15:59:59,139.4,9.1,5.8
2023-01-17 17:00:00,145.6,9.1,5.8
2023-01-17 18:00:00,142.9,9.1,5.8
2023-01-17 18:59:59,135.3,9.1,5.8
2023-01-17 20:00:00,124.8,2.4,11.8
2023-01-17 21:00:00,115.5,2.4,11.8
2023-01-17 21:59:59,112.5,2.4,11.8
2023-01-17 23:00:00,109.7,2.4,11.8
2023-01-18 00:00:00,93.1,13.6,11.1
2023-01-18 00:59:59,92.2,13.6,11.1
2023-01-18 02:00:00,91.4,13.6,11.1
2023-01-18 03:00:00,90.9,13.6,11.1
2023-01-18 03:59:59,89.8,5.4,11.4
2023-01-18 05:00:00,108.0,5.4,11.4
2023-01-18 06:00:00,119.4,5.4,11.4
2023-01-18 06:59:59,129.0,5.4,11.4
2023-01-18 08:00:00,123.1,7.6,10.1
2023-01-18 09:00:00,119.0,7.6,10.1
2023-01-18 09:59:59,111.5,7.6,10.1
2023-01-18 11:00:00,106.7,7.6,10.1
2023-01-18 12:00:00,88.9,9.7,2.7
2023-01-18 12:59:59,89.3,9.7,2.7
2023-01-18 14:00:00,90.3,9.7,2.7
2023-01-18 15:00:00,91.3,9.7,2.7
2023-01-18 15:59:59,113.0,14.1,5.2
2023-01-18 17:00:00,117.8,14.1,5.2
2023-01-18 18:00:00,117.3,14.1,5.2
2023-01-18 18:59:59,112.2,14.1,5.2
2023-01-18 20:00:00,97.7,10.3,10.4
2023-01-18 21:00:00,92.0,10.3,10.4
2023-01-18 21:59:59,90.2,10.3,10.4
2023-01-18 23:00:00,88.0,10.3,10.4
2023-01-19 00:00:00,87.3,11.7,14.8
2023-01-19 00:59:59,82.4,11.7,14.8
2023-01-19 02:00:00,81.5,11.7,14.8
2023-01-19 03:00:00,79.9,11.7,14.8
2023-01-19 03:59:59,76.9,12.4,9.3
2023-01-19 05:00:00,78.6,12.4,9.3
2023-01-19 06:00:00,83.1,12.4,9.3
2023-01-19 06:59:59,94.4,12.4,9.3
2023-01-19 08:00:00,91.7,9.3,5.6
2023-01-19 09:00:00,93.2,9.3,5.6
2023-01-19 09:59:59,85.7,9.3,5.6
2023-01-19 11:00:00,85.5,9.3,5.6
2023-01-19 12:00:00,83.2,8.2,13.8
2023-01-19 12:59:59,81.5,8.2,13.8
2023-01-19 14:00:00,80.9,8.2,13.8
2023-01-19 15:00:00,84.1,8.2,13.8
2023-01-19 15:59:59,103.3,13.1,6.3
2023-01-19 17:00:00,107.2,13.1,6.3
2023-01-19 18:00:00,108.9,13.1,6.3
2023-01-19 18:59:59,105.9,13.1,6.3
2023-01-19 20:00:00,99.9,9.4,4.4
2023-01-19 21:00:00,97.4,9.4,4.4
2023-01-19 21:59:59,93.1,9.4,4.4
2023-01-19 23:00:00,88.9,9.4,4.4
2023-01-20 00:00:00,85.5,8.7,5.9
2023-01-20 00:59:59,83.1,8.7,5.9
2023-01-20 02:00:00,82.5,8.7,5.9
2023-01-20 03:00:00,80.6,8.7,5.9
2023-01-20 03:59:59,77.1,6.7,5.8
2023-01-20 05:00:00,78.7,6.7,5.8
2023-01-20 06:00:00,82.7,6.7,5.8
2023-01-20 06:59:59,90.8,6.7,5.8
2023-01-20 08:00:00,80.7,4.7,11.1
2023-01-20 09:00:00,82.2,4.7,11.1
2023-01-20 09:59:59,81.9,4.7,11.1
2023-01-20 11:00:00,79.9,4.7,11.1
2023-01-20 12:00:00,79.4,11.9,13.0
2023-01-20 12:59:59,77.1,11.9,13.0
2023-01-20 14:00:00,76.4,11.9,13.0
2023-01-20 15:00:00,77.2,11.9,13.0
2023-01-20 15:59:59,95.1,4.8,6.3
2023-01-20 17:00:00,97.3,4.8,6.3
2023-01-20 18:00:00,98.5,4.8,6.3
2023-01-20 18:59:59,90.0,4.8,6.3
2023-01-20 20:00:00,83.2,9.4,11.4
2023-01-20 21:00:00,78.4,9.4,11.4
2023-01-20 21:59:59,76.6,9.4,11.4
2023-01-20 23:00:00,74.5,9.4,11.4
2023-01-21 00:00:00,81.2,10.7,6.9
2023-01-21 00:59:59,79.7,10.7,6.9
2023-01-21 02:00:00,79.2,10.7,6.9
2023-01-21 03:00:00,78.1,10.7,6.9
2023-01-21 03:59:59,75.7,12.3,6.7
2023-01-21 05:00:00,85.0,12.3,6.7
2023-01-21 06:00:00,94.0,12.3,6.7
2023-01-21 06:59:59,101.6,12.3,6.7
2023-01-21 08:00:00,104.5,7.5,15.0
2023-01-21 09:00:00,104.1,7.5,15.0
2023-01-21 09:59:59,80.4,7.5,15.0
2023-01-21 11:00:00,94.8,7.5,15.0
2023-01-21 12:00:00,82.1,9.0,10.2
2023-01-21 12:59:59,81.5,9.0,10.2
2023-01-21 14:00:00,83.7,9.0,10.2
2023-01-21 15:00:00,85.2,9.0,10.2
2023-01-21 15:59:59,104.5,12.8,6.3
2023-01-21 17:00:00,108.8,12.8,6.3
2023-01-21 18:00:00,108.0,12.8,6.3
2023-01-21 18:59:59,106.2,12.8,6.3
2023-01-21 20:00:00,93.7,11.4,12.2
2023-01-21 21:00:00,90.1,11.4,12.2
2023-01-21 21:59:59,85.2,11.4,12.2
2023-01-21 23:00:00,82.3,11.4,12.2
2023-01-22 00:00:00,83.8,12.0,8.3
2023-01-22 00:59:59,83.0,12.0,8.3
2023-01-22 02:00:00,82.3,12.0,8.3
2023-01-22 03:00:00,82.7,12.0,8.3
2023-01-22 03:59:59,84.3,13.7,6.4
2023-01-22 05:00:00,94.1,13.7,6.4
2023-01-22 06:00:00,104.7,13.7,6.4
2023-01-22 06:59:59,116.6,13.7,6.4
2023-01-22 08:00:00,118.7,7.1,12.7
2023-01-22 09:00:00,116.5,7.1,12.7
2023-01-22 09:59:59,115.6,7.1,12.7
2023-01-22 11:00:00,115.7,7.1,12.7
2023-01-22 12:00:00,108.8,10.8,4.7
2023-01-22 12:59:59,108.2,10.8,4.7
2023-01-22 14:00:00,110.3,10.8,4.7
2023-01-22 15:00:00,114.2,10.8,4.7
2023-01-22 15:59:59,132.6,6.2,4.7
2023-01-22 17:00:00,141.9,6.2,4.7
2023-01-22 18:00:00,140.4,6.2,4.7
2023-01-22 18:59:59,136.2,6.2,4.7
2023-01-22 20:00:00,122.9,4.7,9.7
2023-01-22 21:00:00,118.5,4.7,9.7
2023-01-22 21:59:59,112.2,4.7,9.7
2023-01-22 23:00:00,108.8,4.7,9.7
2023-01-23 00:00:00,106.6,10.7,7.0
2023-01-23 00:59:59,106.1,10.7,7.0
2023-01-23 02:00:00,105.9,10.7,7.0
2023-01-23 03:00:00,105.8,10.7,7.0
2023-01-23 03:59:59,111.7,9.5,3.6
2023-01-23 05:00:00,122.1,9.5,3.6
2023-01-23 06:00:00,140.1,9.5,3.6
2023-01-23 06:59:59,157.0,9.5,3.6
2023-01-23 08:00:00,155.1,9.2,12.0
2023-01-23 09:00:00,140.3,9.2,12.0
2023-01-23 09:59:59,132.9,9.2,12.0
2023-01-23 11:00:00,131.4,9.2,12.0
2023-01-23 12:00:00,118.8,9.7,10.3
2023-01-23 12:59:59,117.7,9.7,10.3
2023-01-23 14:00:00,118.7,9.7,10.3
2023-01-23 15:00:00,125.4,9.7,10.3
2023-01-23 15:59:59,148.8,12.5,2.9
2023-01-23 17:00:00,175.4,12.5,2.9
2023-01-23 18:00:00,164.8,12.5,2.9
2023-01-23 18:59:59,151.7,12.5,2.9
2023-01-23 20:00:00,139.4,9.8,10.5
2023-01-23 21:00:00,132.1,9.8,10.5
2023-01-23 21:59:59,124.7,9.8,10.5
2023-01-23 23:00:00,119.3,9.8,10.5
2023-01-24 00:00:00,110.9,10.8,12.9
2023-01-24 00:59:59,110.2,10.8,12.9
2023-01-24 02:00:00,109.6,10.8,12.9
2023-01-24 03:00:00,109.5,10.8,12.9
2023-01-24 03:59:59,113.9,7.3,2.5
2023-01-24 05:00:00,125.4,7.3,2.5
2023-01-24 06:00:00,143.6,7.3,2.5
