Start_DateTime,End_DateTime,Hourly_Step,Price_Euro_per_MWh
2023-01-01 00:00:00,2023-01-01 01:00:00,1.0,-5.17
2023-01-01 01:00:00,2023-01-01 02:00:00,1.0,-1.07
2023-01-01 02:00:00,2023-01-01 03:00:00,1.0,-1.47
2023-01-01 03:00:00,2023-01-01 04:00:00,1.0,-5.08
2023-01-01 04:00:00,2023-01-01 05:00:00,1.0,-4.49
2023-01-01 05:00:00,2023-01-01 06:00:00,1.0,-5.4
2023-01-01 06:00:00,2023-01-01 07:00:00,1.0,-5.02
2023-01-01 07:00:00,2023-01-01 08:00:00,1.0,-1.3
2023-01-01 08:00:00,2023-01-01 09:00:00,1.0,-1.44
2023-01-01 09:00:00,2023-01-01 10:00:00,1.0,-1.09
2023-01-01 10:00:00,2023-01-01 11:00:00,1.0,-1.07
2023-01-01 11:00:00,2023-01-01 12:00:00,1.0,-1.07
2023-01-01 12:00:00,2023-01-01 13:00:00,1.0,-0.79
2023-01-01 13:00:00,2023-01-01 14:00:00,1.0,-0.27
2023-01-01 14:00:00,2023-01-01 15:00:00,1.0,0.85
2023-01-01 15:00:00,2023-01-01 16:00:00,1.0,23.53
2023-01-01 16:00:00,2023-01-01 17:00:00,1.0,36.54
2023-01-01 17:00:00,2023-01-01 18:00:00,1.0,46.03
2023-01-01 18:00:00,2023-01-01 19:00:00,1.0,55.57
2023-01-01 19:00:00,2023-01-01 20:00:00,1.0,54.95
2023-01-01 20:00:00,2023-01-01 21:00:00,1.0,49.23
2023-01-01 21:00:00,2023-01-01 22:00:00,1.0,44.99
2023-01-01 22:00:00,2023-01-01 23:00:00,1.0,45.96
2023-01-01 23:00:00,2023-01-02 00:00:00,1.0,35.0
2023-01-02 00:00:00,2023-01-02 01:00:00,1.0,57.91
2023-01-02 01:00:00,2023-01-02 02:00:00,1.0,51.67
2023-01-02 02:00:00,2023-01-02 03:00:00,1.0,52.93
2023-01-02 03:00:00,2023-01-02 04:00:00,1.0,44.09
2023-01-02 04:00:00,2023-01-02 05:00:00,1.0,50.08
2023-01-02 05:00:00,2023-01-02 06:00:00,1.0,69.72
2023-01-02 06:00:00,2023-01-02 07:00:00,1.0,105.08
2023-01-02 07:00:00,2023-01-02 08:00:00,1.0,140.64
2023-01-02 08:00:00,2023-01-02 09:00:00,1.0,145.98
2023-01-02 09:00:00,2023-01-02 10:00:00,1.0,147.05
2023-01-02 10:00:00,2023-01-02 11:00:00,1.0,145.61
2023-01-02 11:00:00,2023-01-02 12:00:00,1.0,143.35
2023-01-02 12:00:00,2023-01-02 13:00:00,1.0,144.38
2023-01-02 13:00:00,2023-01-02 14:00:00,1.0,143.76
2023-01-02 14:00:00,2023-01-02 15:00:00,1.0,148.2
2023-01-02 15:00:00,2023-01-02 16:00:00,1.0,155.34
2023-01-02 16:00:00,2023-01-02 17:00:00,1.0,162.89
2023-01-02 17:00:00,2023-01-02 18:00:00,1.0,170.0
2023-01-02 18:00:00,2023-01-02 19:00:00,1.0,174.74
2023-01-02 19:00:00,2023-01-02 20:00:00,1.0,164.46
2023-01-02 20:00:00,2023-01-02 21:00:00,1.0,153.0
2023-01-02 21:00:00,2023-01-02 22:00:00,1.0,141.67
2023-01-02 22:00:00,2023-01-02 23:00:00,1.0,134.91
2023-01-02 23:00:00,2023-01-03 00:00:00,1.0,124.22
2023-01-03 00:00:00,2023-01-03 01:00:00,1.0,130.01
2023-01-03 01:00:00,2023-01-03 02:00:00,1.0,120.0
2023-01-03 02:00:00,2023-01-03 03:00:00,1.0,118.76
2023-01-03 03:00:00,2023-01-03 04:00:00,1.0,115.0
2023-01-03 04:00:00,2023-01-03 05:00:00,1.0,113.63
2023-01-03 05:00:00,2023-01-03 06:00:00,1.0,116.27
2023-01-03 06:00:00,2023-01-03 07:00:00,1.0,138.92
2023-01-03 07:00:00,2023-01-03 08:00:00,1.0,159.92
2023-01-03 08:00:00,2023-01-03 09:00:00,1.0,169.17
2023-01-03 09:00:00,2023-01-03 10:00:00,1.0,171.18
2023-01-03 10:00:00,2023-01-03 11:00:00,1.0,168.57
2023-01-03 11:00:00,2023-01-03 12:00:00,1.0,169.49
2023-01-03 12:00:00,2023-01-03 13:00:00,1.0,164.5
2023-01-03 13:00:00,2023-01-03 14:00:00,1.0,160.91
2023-01-03 14:00:00,2023-01-03 15:00:00,1.0,163.06
2023-01-03 15:00:00,2023-01-03 16:00:00,1.0,167.73
2023-01-03 16:00:00,2023-01-03 17:00:00,1.0,166.61
2023-01-03 17:00:00,2023-01-03 18:00:00,1.0,170.72
2023-01-03 18:00:00,2023-01-03 19:00:00,1.0,168.93
2023-01-03 19:00:00,2023-01-03 20:00:00,1.0,160.99
2023-01-03 20:00:00,2023-01-03 21:00:00,1.0,149.62
2023-01-03 21:00:00,2023-01-03 22:00:00,1.0,130.99
2023-01-03 22:00:00,2023-01-03 23:00:00,1.0,114.27
2023-01-03 23:00:00,2023-01-04 00:00:00,1.0,93.66
2023-01-04 00:00:00,2023-01-04 01:00:00,1.0,80.89
2023-01-04 01:00:00,2023-01-04 02:00:00,1.0,70.67
2023-01-04 02:00:00,2023-01-04 03:00:00,1.0,40.0
2023-01-04 03:00:00,2023-01-04 04:00:00,1.0,8.68
2023-01-04 04:00:00,2023-01-04 05:00:00,1.0,0.85
2023-01-04 05:00:00,2023-01-04 06:00:00,1.0,11.02
2023-01-04 06:00:00,2023-01-04 07:00:00,1.0,61.02
2023-01-04 07:00:00,2023-01-04 08:00:00,1.0,79.2
2023-01-04 08:00:00,2023-01-04 09:00:00,1.0,84.2
2023-01-04 09:00:00,2023-01-04 10:00:00,1.0,83.32
2023-01-04 10:00:00,2023-01-04 11:00:00,1.0,70.07
2023-01-04 11:00:00,2023-01-04 12:00:00,1.0,79.74
2023-01-04 12:00:00,2023-01-04 13:00:00,1.0,80.89
2023-01-04 13:00:00,2023-01-04 14:00:00,1.0,79.72
2023-01-04 14:00:00,2023-01-04 15:00:00,1.0,80.22
2023-01-04 15:00:00,2023-01-04 16:00:00,1.0,79.74
2023-01-04 16:00:00,2023-01-04 17:00:00,1.0,80.82
2023-01-04 17:00:00,2023-01-04 18:00:00,1.0,86.16
2023-01-04 18:00:00,2023-01-04 19:00:00,1.0,72.28
2023-01-04 19:00:00,2023-01-04 20:00:00,1.0,66.61
2023-01-04 20:00:00,2023-01-04 21:00:00,1.0,43.2
2023-01-04 21:00:00,2023-01-04 22:00:00,1.0,31.25
2023-01-04 22:00:00,2023-01-04 23:00:00,1.0,34.96
2023-01-04 23:00:00,2023-01-05 00:00:00,1.0,9.09
2023-01-05 00:00:00,2023-01-05 01:00:00,1.0,0.05
2023-01-05 01:00:00,2023-01-05 02:00:00,1.0,0.07
2023-01-05 02:00:00,2023-01-05 03:00:00,1.0,0.07
2023-01-05 03:00:00,2023-01-05 04:00:00,1.0,0.12
2023-01-05 04:00:00,2023-01-05 05:00:00,1.0,2.23
2023-01-05 05:00:00,2023-01-05 06:00:00,1.0,10.07
2023-01-05 06:00:00,2023-01-05 07:00:00,1.0,61.04
2023-01-05 07:00:00,2023-01-05 08:00:00,1.0,87.19
2023-01-05 08:00:00,2023-01-05 09:00:00,1.0,95.84
2023-01-05 09:00:00,2023-01-05 10:00:00,1.0,125.55
2023-01-05 10:00:00,2023-01-05 11:00:00,1.0,131.92
2023-01-05 11:00:00,2023-01-05 12:00:00,1.0,143.07
2023-01-05 12:00:00,2023-01-05 13:00:00,1.0,140.91
2023-01-05 13:00:00,2023-01-05 14:00:00,1.0,142.58
2023-01-05 14:00:00,2023-01-05 15:00:00,1.0,151.03
2023-01-05 15:00:00,2023-01-05 16:00:00,1.0,159.48
2023-01-05 16:00:00,2023-01-05 17:00:00,1.0,172.73
2023-01-05 17:00:00,2023-01-05 18:00:00,1.0,194.7
2023-01-05 18:00:00,2023-01-05 19:00:00,1.0,194.67
2023-01-05 19:00:00,2023-01-05 20:00:00,1.0,177.98
2023-01-05 20:00:00,2023-01-05 21:00:00,1.0,163.99
2023-01-05 21:00:00,2023-01-05 22:00:00,1.0,152.0
2023-01-05 22:00:00,2023-01-05 23:00:00,1.0,144.64
2023-01-05 23:00:00,2023-01-06 00:00:00,1.0,127.0
2023-01-06 00:00:00,2023-01-06 01:00:00,1.0,107.21
2023-01-06 01:00:00,2023-01-06 02:00:00,1.0,101.1
2023-01-06 02:00:00,2023-01-06 03:00:00,1.0,96.73
2023-01-06 03:00:00,2023-01-06 04:00:00,1.0,82.34
2023-01-06 04:00:00,2023-01-06 05:00:00,1.0,81.93
2023-01-06 05:00:00,2023-01-06 06:00:00,1.0,84.03
2023-01-06 06:00:00,2023-01-06 07:00:00,1.0,97.25
2023-01-06 07:00:00,2023-01-06 08:00:00,1.0,106.51
2023-01-06 08:00:00,2023-01-06 09:00:00,1.0,120.7
2023-01-06 09:00:00,2023-01-06 10:00:00,1.0,116.86
2023-01-06 10:00:00,2023-01-06 11:00:00,1.0,112.85
2023-01-06 11:00:00,2023-01-06 12:00:00,1.0,113.37
2023-01-06 12:00:00,2023-01-06 13:00:00,1.0,115.0
2023-01-06 13:00:00,2023-01-06 14:00:00,1.0,109.78
2023-01-06 14:00:00,2023-01-06 15:00:00,1.0,119.71
2023-01-06 15:00:00,2023-01-06 16:00:00,1.0,125.83
2023-01-06 16:00:00,2023-01-06 17:00:00,1.0,139.57
2023-01-06 17:00:00,2023-01-06 18:00:00,1.0,155.93
2023-01-06 18:00:00,2023-01-06 19:00:00,1.0,163.5
2023-01-06 19:00:00,2023-01-06 20:00:00,1.0,146.74
2023-01-06 20:00:00,2023-01-06 21:00:00,1.0,139.38
2023-01-06 21:00:00,2023-01-06 22:00:00,1.0,131.8
2023-01-06 22:00:00,2023-01-06 23:00:00,1.0,129.94
2023-01-06 23:00:00,2023-01-07 00:00:00,1.0,121.3
2023-01-07 00:00:00,2023-01-07 01:00:00,1.0,97.15
2023-01-07 01:00:00,2023-01-07 02:00:00,1.0,98.43
2023-01-07 02:00:00,2023-01-07 03:00:00,1.0,96.05
2023-01-07 03:00:00,2023-01-07 04:00:00,1.0,87.97
2023-01-07 04:00:00,2023-01-07 05:00:00,1.0,82.99
2023-01-07 05:00:00,2023-01-07 06:00:00,1.0,83.59
2023-01-07 06:00:00,2023-01-07 07:00:00,1.0,90.76
2023-01-07 07:00:00,2023-01-07 08:00:00,1.0,103.21
2023-01-07 08:00:00,2023-01-07 09:00:00,1.0,111.86
2023-01-07 09:00:00,2023-01-07 10:00:00,1.0,112.0
2023-01-07 10:00:00,2023-01-07 11:00:00,1.0,100.0
2023-01-07 11:00:00,2023-01-07 12:00:00,1.0,88.32
2023-01-07 12:00:00,2023-01-07 13:00:00,1.0,87.9
2023-01-07 13:00:00,2023-01-07 14:00:00,1.0,94.05
2023-01-07 14:00:00,2023-01-07 15:00:00,1.0,88.98
2023-01-07 15:00:00,2023-01-07 16:00:00,1.0,85.56
2023-01-07 16:00:00,2023-01-07 17:00:00,1.0,94.1
2023-01-07 17:00:00,2023-01-07 18:00:00,1.0,96.81
2023-01-07 18:00:00,2023-01-07 19:00:00,1.0,99.52
2023-01-07 19:00:00,2023-01-07 20:00:00,1.0,94.58
2023-01-07 20:00:00,2023-01-07 21:00:00,1.0,87.86
2023-01-07 21:00:00,2023-01-07 22:00:00,1.0,61.47
2023-01-07 22:00:00,2023-01-07 23:00:00,1.0,50.0
2023-01-07 23:00:00,2023-01-08 00:00:00,1.0,38.25
2023-01-08 00:00:00,2023-01-08 01:00:00,1.0,10.93
2023-01-08 01:00:00,2023-01-08 02:00:00,1.0,9.07
2023-01-08 02:00:00,2023-01-08 03:00:00,1.0,9.1
2023-01-08 03:00:00,2023-01-08 04:00:00,1.0,4.16
2023-01-08 04:00:00,2023-01-08 05:00:00,1.0,5.58
2023-01-08 05:00:00,2023-01-08 06:00:00,1.0,9.92
2023-01-08 06:00:00,2023-01-08 07:00:00,1.0,9.02
2023-01-08 07:00:00,2023-01-08 08:00:00,1.0,16.47
2023-01-08 08:00:00,2023-01-08 09:00:00,1.0,49.42
2023-01-08 09:00:00,2023-01-08 10:00:00,1.0,82.8
2023-01-08 10:00:00,2023-01-08 11:00:00,1.0,93.7
2023-01-08 11:00:00,2023-01-08 12:00:00,1.0,103.87
2023-01-08 12:00:00,2023-01-08 13:00:00,1.0,101.69
2023-01-08 13:00:00,2023-01-08 14:00:00,1.0,99.0
2023-01-08 14:00:00,2023-01-08 15:00:00,1.0,104.29
2023-01-08 15:00:00,2023-01-08 16:00:00,1.0,103.64
2023-01-08 16:00:00,2023-01-08 17:00:00,1.0,109.11
2023-01-08 17:00:00,2023-01-08 18:00:00,1.0,118.04
2023-01-08 18:00:00,2023-01-08 19:00:00,1.0,122.61
2023-01-08 19:00:00,2023-01-08 20:00:00,1.0,109.11
2023-01-08 20:00:00,2023-01-08 21:00:00,1.0,103.93
2023-01-08 21:00:00,2023-01-08 22:00:00,1.0,98.43
2023-01-08 22:00:00,2023-01-08 23:00:00,1.0,99.37
2023-01-08 23:00:00,2023-01-09 00:00:00,1.0,81.34
2023-01-09 00:00:00,2023-01-09 01:00:00,1.0,75.13
2023-01-09 01:00:00,2023-01-09 02:00:00,1.0,64.38
2023-01-09 02:00:00,2023-01-09 03:00:00,1.0,60.28
2023-01-09 03:00:00,2023-01-09 04:00:00,1.0,39.41
2023-01-09 04:00:00,2023-01-09 05:00:00,1.0,47.25
2023-01-09 05:00:00,2023-01-09 06:00:00,1.0,69.07
2023-01-09 06:00:00,2023-01-09 07:00:00,1.0,107.13
2023-01-09 07:00:00,2023-01-09 08:00:00,1.0,160.0
2023-01-09 08:00:00,2023-01-09 09:00:00,1.0,180.0
2023-01-09 09:00:00,2023-01-09 10:00:00,1.0,177.14
2023-01-09 10:00:00,2023-01-09 11:00:00,1.0,159.07
2023-01-09 11:00:00,2023-01-09 12:00:00,1.0,160.57
2023-01-09 12:00:00,2023-01-09 13:00:00,1.0,140.56
2023-01-09 13:00:00,2023-01-09 14:00:00,1.0,137.67
2023-01-09 14:00:00,2023-01-09 15:00:00,1.0,143.57
2023-01-09 15:00:00,2023-01-09 16:00:00,1.0,151.02
2023-01-09 16:00:00,2023-01-09 17:00:00,1.0,161.96
2023-01-09 17:00:00,2023-01-09 18:00:00,1.0,176.07
2023-01-09 18:00:00,2023-01-09 19:00:00,1.0,182.18
2023-01-09 19:00:00,2023-01-09 20:00:00,1.0,170.79
2023-01-09 20:00:00,2023-01-09 21:00:00,1.0,160.51
2023-01-09 21:00:00,2023-01-09 22:00:00,1.0,138.93
2023-01-09 22:00:00,2023-01-09 23:00:00,1.0,132.0
2023-01-09 23:00:00,2023-01-10 00:00:00,1.0,108.31
2023-01-10 00:00:00,2023-01-10 01:00:00,1.0,106.02
2023-01-10 01:00:00,2023-01-10 02:00:00,1.0,96.71
2023-01-10 02:00:00,2023-01-10 03:00:00,1.0,95.14
2023-01-10 03:00:00,2023-01-10 04:00:00,1.0,90.36
2023-01-10 04:00:00,2023-01-10 05:00:00,1.0,95.61
2023-01-10 05:00:00,2023-01-10 06:00:00,1.0,108.6
2023-01-10 06:00:00,2023-01-10 07:00:00,1.0,138.13
2023-01-10 07:00:00,2023-01-10 08:00:00,1.0,154.73
2023-01-10 08:00:00,2023-01-10 09:00:00,1.0,165.33
2023-01-10 09:00:00,2023-01-10 10:00:00,1.0,160.42
2023-01-10 10:00:00,2023-01-10 11:00:00,1.0,154.73
2023-01-10 11:00:00,2023-01-10 12:00:00,1.0,146.45
2023-01-10 12:00:00,2023-01-10 13:00:00,1.0,141.22
2023-01-10 13:00:00,2023-01-10 14:00:00,1.0,141.68
2023-01-10 14:00:00,2023-01-10 15:00:00,1.0,145.41
2023-01-10 15:00:00,2023-01-10 16:00:00,1.0,145.92
2023-01-10 16:00:00,2023-01-10 17:00:00,1.0,140.5
2023-01-10 17:00:00,2023-01-10 18:00:00,1.0,146.34
2023-01-10 18:00:00,2023-01-10 19:00:00,1.0,140.45
2023-01-10 19:00:00,2023-01-10 20:00:00,1.0,124.44
2023-01-10 20:00:00,2023-01-10 21:00:00,1.0,106.15
2023-01-10 21:00:00,2023-01-10 22:00:00,1.0,86.53
2023-01-10 22:00:00,2023-01-10 23:00:00,1.0,81.3
2023-01-10 23:00:00,2023-01-11 00:00:00,1.0,42.96
2023-01-11 00:00:00,2023-01-11 01:00:00,1.0,5.0
2023-01-11 01:00:00,2023-01-11 02:00:00,1.0,0.16
2023-01-11 02:00:00,2023-01-11 03:00:00,1.0,0.08
2023-01-11 03:00:00,2023-01-11 04:00:00,1.0,0.01
2023-01-11 04:00:00,2023-01-11 05:00:00,1.0,0.04
2023-01-11 05:00:00,2023-01-11 06:00:00,1.0,2.75
2023-01-11 06:00:00,2023-01-11 07:00:00,1.0,57.88
2023-01-11 07:00:00,2023-01-11 08:00:00,1.0,91.11
2023-01-11 08:00:00,2023-01-11 09:00:00,1.0,127.44
2023-01-11 09:00:00,2023-01-11 10:00:00,1.0,129.74
2023-01-11 10:00:00,2023-01-11 11:00:00,1.0,131.71
2023-01-11 11:00:00,2023-01-11 12:00:00,1.0,130.02
2023-01-11 12:00:00,2023-01-11 13:00:00,1.0,117.47
2023-01-11 13:00:00,2023-01-11 14:00:00,1.0,110.54
2023-01-11 14:00:00,2023-01-11 15:00:00,1.0,115.74
2023-01-11 15:00:00,2023-01-11 16:00:00,1.0,117.7
2023-01-11 16:00:00,2023-01-11 17:00:00,1.0,119.2
2023-01-11 17:00:00,2023-01-11 18:00:00,1.0,132.39
2023-01-11 18:00:00,2023-01-11 19:00:00,1.0,132.88
2023-01-11 19:00:00,2023-01-11 20:00:00,1.0,127.8
2023-01-11 20:00:00,2023-01-11 21:00:00,1.0,114.56
2023-01-11 21:00:00,2023-01-11 22:00:00,1.0,93.47
2023-01-11 22:00:00,2023-01-11 23:00:00,1.0,91.71
2023-01-11 23:00:00,2023-01-12 00:00:00,1.0,68.54
2023-01-12 00:00:00,2023-01-12 01:00:00,1.0,19.88
2023-01-12 01:00:00,2023-01-12 02:00:00,1.0,5.55
2023-01-12 02:00:00,2023-01-12 03:00:00,1.0,4.69
2023-01-12 03:00:00,2023-01-12 04:00:00,1.0,0.1
2023-01-12 04:00:00,2023-01-12 05:00:00,1.0,2.03
2023-01-12 05:00:00,2023-01-12 06:00:00,1.0,24.94
2023-01-12 06:00:00,2023-01-12 07:00:00,1.0,85.72
2023-01-12 07:00:00,2023-01-12 08:00:00,1.0,111.55
2023-01-12 08:00:00,2023-01-12 09:00:00,1.0,106.83
2023-01-12 09:00:00,2023-01-12 10:00:00,1.0,97.83
2023-01-12 10:00:00,2023-01-12 11:00:00,1.0,84.74
2023-01-12 11:00:00,2023-01-12 12:00:00,1.0,87.38
2023-01-12 12:00:00,2023-01-12 13:00:00,1.0,75.88
2023-01-12 13:00:00,2023-01-12 14:00:00,1.0,81.84
2023-01-12 14:00:00,2023-01-12 15:00:00,1.0,88.2
2023-01-12 15:00:00,2023-01-12 16:00:00,1.0,95.18
2023-01-12 16:00:00,2023-01-12 17:00:00,1.0,99.08
2023-01-12 17:00:00,2023-01-12 18:00:00,1.0,112.01
2023-01-12 18:00:00,2023-01-12 19:00:00,1.0,119.49
2023-01-12 19:00:00,2023-01-12 20:00:00,1.0,100.79
2023-01-12 20:00:00,2023-01-12 21:00:00,1.0,99.35
2023-01-12 21:00:00,2023-01-12 22:00:00,1.0,84.77
2023-01-12 22:00:00,2023-01-12 23:00:00,1.0,70.43
2023-01-12 23:00:00,2023-01-13 00:00:00,1.0,39.57
2023-01-13 00:00:00,2023-01-13 01:00:00,1.0,32.64
2023-01-13 01:00:00,2023-01-13 02:00:00,1.0,16.99
2023-01-13 02:00:00,2023-01-13 03:00:00,1.0,9.0
2023-01-13 03:00:00,2023-01-13 04:00:00,1.0,2.02
2023-01-13 04:00:00,2023-01-13 05:00:00,1.0,2.61
2023-01-13 05:00:00,2023-01-13 06:00:00,1.0,25.26
2023-01-13 06:00:00,2023-01-13 07:00:00,1.0,54.74
2023-01-13 07:00:00,2023-01-13 08:00:00,1.0,87.88
2023-01-13 08:00:00,2023-01-13 09:00:00,1.0,105.95
2023-01-13 09:00:00,2023-01-13 10:00:00,1.0,100.64
2023-01-13 10:00:00,2023-01-13 11:00:00,1.0,94.85
2023-01-13 11:00:00,2023-01-13 12:00:00,1.0,84.93
2023-01-13 12:00:00,2023-01-13 13:00:00,1.0,76.53
2023-01-13 13:00:00,2023-01-13 14:00:00,1.0,70.24
2023-01-13 14:00:00,2023-01-13 15:00:00,1.0,73.55
2023-01-13 15:00:00,2023-01-13 16:00:00,1.0,79.85
2023-01-13 16:00:00,2023-01-13 17:00:00,1.0,85.31
2023-01-13 17:00:00,2023-01-13 18:00:00,1.0,96.9
2023-01-13 18:00:00,2023-01-13 19:00:00,1.0,96.97
2023-01-13 19:00:00,2023-01-13 20:00:00,1.0,95.91
2023-01-13 20:00:00,2023-01-13 21:00:00,1.0,84.94
2023-01-13 21:00:00,2023-01-13 22:00:00,1.0,76.89
2023-01-13 22:00:00,2023-01-13 23:00:00,1.0,76.51
2023-01-13 23:00:00,2023-01-14 00:00:00,1.0,68.3
2023-01-14 00:00:00,2023-01-14 01:00:00,1.0,25.68
2023-01-14 01:00:00,2023-01-14 02:00:00,1.0,34.62
2023-01-14 02:00:00,2023-01-14 03:00:00,1.0,44.7
2023-01-14 03:00:00,2023-01-14 04:00:00,1.0,41.23
2023-01-14 04:00:00,2023-01-14 05:00:00,1.0,40.7
2023-01-14 05:00:00,2023-01-14 06:00:00,1.0,40.68
2023-01-14 06:00:00,2023-01-14 07:00:00,1.0,45.1
2023-01-14 07:00:00,2023-01-14 08:00:00,1.0,53.14
2023-01-14 08:00:00,2023-01-14 09:00:00,1.0,52.34
2023-01-14 09:00:00,2023-01-14 10:00:00,1.0,54.16
2023-01-14 10:00:00,2023-01-14 11:00:00,1.0,50.47
2023-01-14 11:00:00,2023-01-14 12:00:00,1.0,55.01
2023-01-14 12:00:00,2023-01-14 13:00:00,1.0,48.91
2023-01-14 13:00:00,2023-01-14 14:00:00,1.0,25.25
2023-01-14 14:00:00,2023-01-14 15:00:00,1.0,13.42
2023-01-14 15:00:00,2023-01-14 16:00:00,1.0,9.05
2023-01-14 16:00:00,2023-01-14 17:00:00,1.0,9.04
2023-01-14 17:00:00,2023-01-14 18:00:00,1.0,11.04
2023-01-14 18:00:00,2023-01-14 19:00:00,1.0,13.69
2023-01-14 19:00:00,2023-01-14 20:00:00,1.0,6.84
2023-01-14 20:00:00,2023-01-14 21:00:00,1.0,9.03
2023-01-14 21:00:00,2023-01-14 22:00:00,1.0,9.07
2023-01-14 22:00:00,2023-01-14 23:00:00,1.0,5.9
2023-01-14 23:00:00,2023-01-15 00:00:00,1.0,5.19
2023-01-15 00:00:00,2023-01-15 01:00:00,1.0,3.94
2023-01-15 01:00:00,2023-01-15 02:00:00,1.0,1.71
2023-01-15 02:00:00,2023-01-15 03:00:00,1.0,4.1
2023-01-15 03:00:00,2023-01-15 04:00:00,1.0,2.65
2023-01-15 04:00:00,2023-01-15 05:00:00,1.0,2.87
2023-01-15 05:00:00,2023-01-15 06:00:00,1.0,4.01
2023-01-15 06:00:00,2023-01-15 07:00:00,1.0,1.58
2023-01-15 07:00:00,2023-01-15 08:00:00,1.0,1.74
2023-01-15 08:00:00,2023-01-15 09:00:00,1.0,9.08
2023-01-15 09:00:00,2023-01-15 10:00:00,1.0,10.31
2023-01-15 10:00:00,2023-01-15 11:00:00,1.0,9.01
2023-01-15 11:00:00,2023-01-15 12:00:00,1.0,8.03
2023-01-15 12:00:00,2023-01-15 13:00:00,1.0,6.76
2023-01-15 13:00:00,2023-01-15 14:00:00,1.0,0.42
2023-01-15 14:00:00,2023-01-15 15:00:00,1.0,0.29
2023-01-15 15:00:00,2023-01-15 16:00:00,1.0,0.32
2023-01-15 16:00:00,2023-01-15 17:00:00,1.0,0.46
2023-01-15 17:00:00,2023-01-15 18:00:00,1.0,1.25
2023-01-15 18:00:00,2023-01-15 19:00:00,1.0,26.95
2023-01-15 19:00:00,2023-01-15 20:00:00,1.0,25.27
2023-01-15 20:00:00,2023-01-15 21:00:00,1.0,12.17
2023-01-15 21:00:00,2023-01-15 22:00:00,1.0,19.69
2023-01-15 22:00:00,2023-01-15 23:00:00,1.0,32.14
2023-01-15 23:00:00,2023-01-16 00:00:00,1.0,37.47
2023-01-16 00:00:00,2023-01-16 01:00:00,1.0,60.01
2023-01-16 01:00:00,2023-01-16 02:00:00,1.0,60.01
2023-01-16 02:00:00,2023-01-16 03:00:00,1.0,62.72
2023-01-16 03:00:00,2023-01-16 04:00:00,1.0,56.1
2023-01-16 04:00:00,2023-01-16 05:00:00,1.0,63.3
2023-01-16 05:00:00,2023-01-16 06:00:00,1.0,87.0
2023-01-16 06:00:00,2023-01-16 07:00:00,1.0,154.63
2023-01-16 07:00:00,2023-01-16 08:00:00,1.0,175.11
2023-01-16 08:00:00,2023-01-16 09:00:00,1.0,185.99
2023-01-16 09:00:00,2023-01-16 10:00:00,1.0,170.0
2023-01-16 10:00:00,2023-01-16 11:00:00,1.0,150.2
2023-01-16 11:00:00,2023-01-16 12:00:00,1.0,150.89
2023-01-16 12:00:00,2023-01-16 13:00:00,1.0,147.04
2023-01-16 13:00:00,2023-01-16 14:00:00,1.0,140.87
2023-01-16 14:00:00,2023-01-16 15:00:00,1.0,141.24
2023-01-16 15:00:00,2023-01-16 16:00:00,1.0,145.69
2023-01-16 16:00:00,2023-01-16 17:00:00,1.0,150.81
2023-01-16 17:00:00,2023-01-16 18:00:00,1.0,166.79
2023-01-16 18:00:00,2023-01-16 19:00:00,1.0,173.72
2023-01-16 19:00:00,2023-01-16 20:00:00,1.0,150.5
2023-01-16 20:00:00,2023-01-16 21:00:00,1.0,136.97
2023-01-16 21:00:00,2023-01-16 22:00:00,1.0,127.74
2023-01-16 22:00:00,2023-01-16 23:00:00,1.0,123.24
2023-01-16 23:00:00,2023-01-17 00:00:00,1.0,109.4
2023-01-17 00:00:00,2023-01-17 01:00:00,1.0,98.24
2023-01-17 01:00:00,2023-01-17 02:00:00,1.0,94.61
2023-01-17 02:00:00,2023-01-17 03:00:00,1.0,91.91
2023-01-17 03:00:00,2023-01-17 04:00:00,1.0,89.51
2023-01-17 04:00:00,2023-01-17 05:00:00,1.0,91.77
2023-01-17 05:00:00,2023-01-17 06:00:00,1.0,100.0
2023-01-17 06:00:00,2023-01-17 07:00:00,1.0,116.96
2023-01-17 07:00:00,2023-01-17 08:00:00,1.0,140.8
2023-01-17 08:00:00,2023-01-17 09:00:00,1.0,151.96
2023-01-17 09:00:00,2023-01-17 10:00:00,1.0,136.1
2023-01-17 10:00:00,2023-01-17 11:00:00,1.0,126.17
2023-01-17 11:00:00,2023-01-17 12:00:00,1.0,122.75
2023-01-17 12:00:00,2023-01-17 13:00:00,1.0,116.07
2023-01-17 13:00:00,2023-01-17 14:00:00,1.0,129.56
2023-01-17 14:00:00,2023-01-17 15:00:00,1.0,146.05
2023-01-17 15:00:00,2023-01-17 16:00:00,1.0,163.85
2023-01-17 16:00:00,2023-01-17 17:00:00,1.0,180.05
2023-01-17 17:00:00,2023-01-17 18:00:00,1.0,188.83
2023-01-17 18:00:00,2023-01-17 19:00:00,1.0,176.9
2023-01-17 19:00:00,2023-01-17 20:00:00,1.0,175.56
2023-01-17 20:00:00,2023-01-17 21:00:00,1.0,154.02
2023-01-17 21:00:00,2023-01-17 22:00:00,1.0,146.26
2023-01-17 22:00:00,2023-01-17 23:00:00,1.0,139.94
2023-01-17 23:00:00,2023-01-18 00:00:00,1.0,127.73
2023-01-18 00:00:00,2023-01-18 01:00:00,1.0,122.85
2023-01-18 01:00:00,2023-01-18 02:00:00,1.0,124.68
