Time,solar_irradiance,temp,hour_sun
20230101:0011,0,0,14.9
20230101:0111,0,0,15.02
20230101:0211,0,0,14.4
20230101:0311,0,0,13.84
20230101:0411,0,0,13.73
20230101:0511,0,0,13.14
20230101:0611,0,0,12.88
20230101:0711,0,0,12.69
20230101:0811,3.85,2.15,12.41
20230101:0911,40.47,7.69,11.9
20230101:1011,81.91,11.52,12.33
20230101:1111,86.72,13.33,12.14
20230101:1211,75.16,12.96,11.94
20230101:1311,57.82,10.44,11.87
20230101:1411,29.87,6,11.63
20230101:1511,0,0,11.21
20230101:1611,0,0,10.86
20230101:1711,0,0,10.69
20230101:1811,0,0,10.84
20230101:1911,0,0,11.01
20230101:2011,0,0,10.86
20230101:2111,0,0,10.73
20230101:2211,0,0,10.32
20230101:2311,0,0,10.02
20230102:0011,0,0,9.76
20230102:0111,0,0,9.64
20230102:0211,0,0,9.88
20230102:0311,0,0,10.62
20230102:0411,0,0,11.28
20230102:0511,0,0,11.54
20230102:0611,0,0,11.72
20230102:0711,0,0,12.12
20230102:0811,0.96,2.18,11.79
20230102:0911,28.91,7.74,10.59
20230102:1011,35.65,11.58,10.24
20230102:1111,37.58,13.41,9.3
20230102:1211,59.74,13.06,8.76
20230102:1311,74.2,10.55,8.79
20230102:1411,28.91,6.12,8.65
20230102:1511,0,0,8.77
20230102:1611,0,0,8.49
20230102:1711,0,0,8.31
20230102:1811,0,0,8.01
20230102:1911,0,0,7.22
20230102:2011,0,0,6.7
20230102:2111,0,0,6.03
20230102:2211,0,0,5.32
20230102:2311,0,0,5.04
20230103:0011,0,0,5.14
20230103:0111,0,0,4.57
20230103:0211,0,0,4.44
20230103:0311,0,0,3.88
20230103:0411,0,0,3.54
20230103:0511,0,0,3.06
20230103:0611,0,0,2.66
20230103:0711,0,0,2.5
20230103:0811,9.64,2.21,2.4
20230103:0911,48.18,7.79,2.91
20230103:1011,53,11.65,3.62
20230103:1111,100.22,13.5,4.34
20230103:1211,94.43,13.16,5.27
20230103:1311,63.6,10.67,5.88
20230103:1411,14.45,6.24,5.96
20230103:1511,0,0,6.01
20230103:1611,0,0,6.78
20230103:1711,0,0,7.14
20230103:1811,0,0,7.01
20230103:1911,0,0,6.71
20230103:2011,0,0,6.51
20230103:2111,0,0,6.71
20230103:2211,0,0,7.03
20230103:2311,0,0,7.01
20230104:0011,0,0,7.26
20230104:0111,0,0,7.5
20230104:0211,0,0,7.66
20230104:0311,0,0,8.04
20230104:0411,0,0,7.88
20230104:0511,0,0,8.17
20230104:0611,0,0,8.77
20230104:0711,0,0,9.52
20230104:0811,2.89,2.26,10.17
20230104:0911,12.53,7.85,10.58
20230104:1011,63.6,11.73,10.99
20230104:1111,24.09,13.59,11.24
20230104:1211,86.72,13.27,11.39
20230104:1311,67.45,10.79,11.76
20230104:1411,38.54,6.37,11.86
20230104:1511,0,0,11.72
20230104:1611,0,0,11.03
20230104:1711,0,0,11.04
20230104:1811,0,0,10.78
20230104:1911,0,0,10.59
20230104:2011,0,0,10.44
20230104:2111,0,0,10.24
20230104:2211,0,0,9.9
20230104:2311,0,0,10.04
20230105:0011,0,0,9.71
20230105:0111,0,0,9.5
20230105:0211,0,0,9.44
20230105:0311,0,0,9.11
20230105:0411,0,0,8.87
20230105:0511,0,0,8.6
20230105:0611,0,0,8.37
20230105:0711,0,0,7.99
20230105:0811,8.67,2.31,7.54
20230105:0911,40.47,7.92,7.6
20230105:1011,54.93,11.82,8.2
20230105:1111,62.63,13.7,8.72
20230105:1211,97.32,13.39,9.03
20230105:1311,68.42,10.92,9.02
20230105:1411,35.65,6.51,8.86
20230105:1511,0,0,8.13
20230105:1611,0,0,7.98
20230105:1711,0,0,7.17
20230105:1811,0,0,7.22
20230105:1911,0,0,7.62
20230105:2011,0,0,7.86
20230105:2111,0,0,8.19
20230105:2211,0,0,8.36
20230105:2311,0,0,8.6
20230106:0011,0,0,8.93
20230106:0111,0,0,9.45
20230106:0211,0,0,9.67
20230106:0311,0,0,9.76
20230106:0411,0,0,9.74
20230106:0511,0,0,9.82
20230106:0611,0,0,9.94
20230106:0711,0,0,10.17
20230106:0811,2.89,2.36,10.04
20230106:0911,11.56,7.99,9.58
20230106:1011,53,11.91,9.37
20230106:1111,59.74,13.81,9.32
20230106:1211,63.6,13.51,9.46
20230106:1311,67.45,11.06,9.42
20230106:1411,42.4,6.66,9.17
20230106:1511,0,0,8.65
20230106:1611,0,0,8.2
20230106:1711,0,0,7.53
20230106:1811,0,0,7.1
20230106:1911,0,0,6.77
20230106:2011,0,0,6.58
20230106:2111,0,0,6.51
20230106:2211,0,0,6.08
20230106:2311,0,0,6.07
20230107:0011,0,0,6.85
20230107:0111,0,0,7.88
20230107:0211,0,0,8.6
20230107:0311,0,0,9.1
20230107:0411,0,0,9.49
20230107:0511,0,0,9.95
20230107:0611,0,0,10.13
20230107:0711,0,0,10.16
20230107:0811,2.89,2.43,10.18
20230107:0911,29.87,8.07,10.39
20230107:1011,74.2,12.01,10.12
20230107:1111,89.62,13.92,10.45
20230107:1211,62.63,13.65,10.62
20230107:1311,49.14,11.2,10.72
20230107:1411,38.54,6.81,10.55
20230107:1511,0,0,10.3
20230107:1611,0,0,9.9
20230107:1711,0,0,9.61
20230107:1811,0,0,9.25
20230107:1911,0,0,9.09
20230107:2011,0,0,9.2
20230107:2111,0,0,9.49
20230107:2211,0,0,9.65
20230107:2311,0,0,9.31
20230108:0011,0,0,9.53
20230108:0111,0,0,9.82
20230108:0211,0,0,9.81
20230108:0311,0,0,9.63
20230108:0411,0,0,9.3
20230108:0511,0,0,9.06
20230108:0611,0,0,8.86
20230108:0711,0,0,8.55
20230108:0811,8.67,2.5,8.19
20230108:0911,53,8.16,8.2
20230108:1011,54.93,12.12,8.67
20230108:1111,62.63,14.05,9.07
20230108:1211,58.78,13.79,9.52
20230108:1311,50.11,11.35,9.65
20230108:1411,35.65,6.96,9.38
20230108:1511,0,0,8.91
20230108:1611,0,0,8.22
20230108:1711,0,0,7.62
20230108:1811,0,0,7.17
20230108:1911,0,0,6.5
20230108:2011,0,0,6.11
20230108:2111,0,0,5.78
20230108:2211,0,0,5.9
20230108:2311,0,0,5.89
20230109:0011,0,0,5.87
20230109:0111,0,0,6.06
20230109:0211,0,0,6.43
20230109:0311,0,0,6.57
20230109:0411,0,0,6.86
20230109:0511,0,0,6.76
20230109:0611,0,0,6.37
20230109:0711,0,0,5.55
20230109:0811,2.89,2.58,5
20230109:0911,15.42,8.26,5.28
20230109:1011,59.74,12.23,5.64
20230109:1111,41.44,14.18,6.11
20230109:1211,85.76,13.93,6.31
20230109:1311,60.71,11.51,6.47
20230109:1411,23.13,7.13,6.72
20230109:1511,0,0,6.75
20230109:1611,0,0,6.4
20230109:1711,0,0,5.98
20230109:1811,0,0,5.89
20230109:1911,0,0,5.59
20230109:2011,0,0,5.83
20230109:2111,0,0,5.91
20230109:2211,0,0,5.81
20230109:2311,0,0,5.88
20230110:0011,0,0,5.52
20230110:0111,0,0,5.42
20230110:0211,0,0,5.4
20230110:0311,0,0,4.91
20230110:0411,0,0,4.92
20230110:0511,0,0,4.99
20230110:0611,0,0,4.82
20230110:0711,0,0,4.78
20230110:0811,12.53,2.67,4.75
20230110:0911,53,8.36,5.14
20230110:1011,50.11,12.35,5.98
20230110:1111,106,14.32,6.96
20230110:1211,102.14,14.09,7.37
20230110:1311,77.09,11.67,7.22
20230110:1411,39.51,7.3,6.91
20230110:1511,0,0,6.41
